index_definition;index_name;schema_name;table_name
CREATE UNIQUE INDEX user_onboarding_progress_user_id_tenant_id_step_key_key ON public.user_onboarding_progress USING btree (user_id, tenant_id, step_key);user_onboarding_progress_user_id_tenant_id_step_key_key;public;user_onboarding_progress
CREATE UNIQUE INDEX user_roles_pkey ON public.user_roles USING btree (id);user_roles_pkey;public;user_roles
CREATE UNIQUE INDEX user_roles_user_id_key ON public.user_roles USING btree (user_id);user_roles_user_id_key;public;user_roles
CREATE UNIQUE INDEX user_tour_states_pkey ON public.user_tour_states USING btree (id);user_tour_states_pkey;public;user_tour_states
CREATE UNIQUE INDEX user_tour_states_user_id_tenant_id_tour_key_key ON public.user_tour_states USING btree (user_id, tenant_id, tour_key);user_tour_states_user_id_tenant_id_tour_key_key;public;user_tour_states
CREATE INDEX verification_challenges_barber_id_idx ON public.verification_challenges USING btree (barber_id);verification_challenges_barber_id_idx;public;verification_challenges
CREATE UNIQUE INDEX verification_challenges_one_active_staff_idx ON public.verification_challenges USING btree (barber_id) WHERE ((barber_id IS NOT NULL) AND (purpose = 'staff_email_verification'::text) AND (consumed_at IS NULL));verification_challenges_one_active_staff_idx;public;verification_challenges
CREATE UNIQUE INDEX verification_challenges_pkey ON public.verification_challenges USING btree (id);verification_challenges_pkey;public;verification_challenges
CREATE INDEX idx_waiting_list_tenant_status ON public.waiting_list USING btree (tenant_id, status);idx_waiting_list_tenant_status;public;waiting_list
CREATE UNIQUE INDEX waiting_list_pkey ON public.waiting_list USING btree (id);waiting_list_pkey;public;waiting_list
CREATE UNIQUE INDEX wallet_customer_id_key ON public.wallet USING btree (customer_id);wallet_customer_id_key;public;wallet
CREATE UNIQUE INDEX wallet_pkey ON public.wallet USING btree (id);wallet_pkey;public;wallet
CREATE UNIQUE INDEX wallet_transactions_pkey ON public.wallet_transactions USING btree (id);wallet_transactions_pkey;public;wallet_transactions
CREATE INDEX idx_webhook_logs_barbershop_id ON public.webhook_logs USING btree (barbershop_id);idx_webhook_logs_barbershop_id;public;webhook_logs
CREATE INDEX idx_webhook_logs_created_at ON public.webhook_logs USING btree (created_at DESC);idx_webhook_logs_created_at;public;webhook_logs
CREATE UNIQUE INDEX webhook_logs_pkey ON public.webhook_logs USING btree (id);webhook_logs_pkey;public;webhook_logs
CREATE INDEX idx_whatsapp_connections_user_id ON public.whatsapp_cloud_connections USING btree (user_id);idx_whatsapp_connections_user_id;public;whatsapp_cloud_connections
CREATE UNIQUE INDEX whatsapp_connections_pkey ON public.whatsapp_cloud_connections USING btree (id);whatsapp_connections_pkey;public;whatsapp_cloud_connections
CREATE INDEX idx_whatsapp_conversations_barber_id ON public.whatsapp_conversations USING btree (barber_id);idx_whatsapp_conversations_barber_id;public;whatsapp_conversations
CREATE INDEX idx_whatsapp_conversations_group_id ON public.whatsapp_conversations USING btree (appointment_group_id);idx_whatsapp_conversations_group_id;public;whatsapp_conversations
CREATE INDEX idx_whatsapp_conversations_phone_active ON public.whatsapp_conversations USING btree (phone, active);idx_whatsapp_conversations_phone_active;public;whatsapp_conversations
CREATE INDEX idx_whatsapp_conversations_phone_fallback ON public.whatsapp_conversations USING btree (phone_fallback);idx_whatsapp_conversations_phone_fallback;public;whatsapp_conversations
CREATE UNIQUE INDEX whatsapp_conversations_pkey ON public.whatsapp_conversations USING btree (id);whatsapp_conversations_pkey;public;whatsapp_conversations
CREATE UNIQUE INDEX whatsapp_delivery_logs_pkey ON public.whatsapp_delivery_logs USING btree (id);whatsapp_delivery_logs_pkey;public;whatsapp_delivery_logs
CREATE INDEX idx_whatsapp_connections_barbershop_id ON public.whatsapp_instances USING btree (tenant_id);idx_whatsapp_connections_barbershop_id;public;whatsapp_instances
CREATE UNIQUE INDEX unique_barbershop_whatsapp ON public.whatsapp_instances USING btree (tenant_id);unique_barbershop_whatsapp;public;whatsapp_instances
CREATE UNIQUE INDEX whatsapp_connections_pkey1 ON public.whatsapp_instances USING btree (id);whatsapp_connections_pkey1;public;whatsapp_instances
CREATE INDEX whatsapp_instances_webhook_token_idx ON public.whatsapp_instances USING btree (webhook_token);whatsapp_instances_webhook_token_idx;public;whatsapp_instances
CREATE INDEX idx_whatsapp_messages_status_scheduled ON public.whatsapp_messages USING btree (status, scheduled_for) WHERE (status = 'pending'::text);idx_whatsapp_messages_status_scheduled;public;whatsapp_messages
CREATE INDEX idx_whatsapp_messages_user_id ON public.whatsapp_messages USING btree (user_id);idx_whatsapp_messages_user_id;public;whatsapp_messages
CREATE INDEX idx_whatsapp_messages_wa_id ON public.whatsapp_messages USING btree (wa_id);idx_whatsapp_messages_wa_id;public;whatsapp_messages
CREATE UNIQUE INDEX whatsapp_messages_pkey ON public.whatsapp_messages USING btree (id);whatsapp_messages_pkey;public;whatsapp_messages
CREATE INDEX idx_whatsapp_templates_user_id ON public.whatsapp_templates USING btree (user_id);idx_whatsapp_templates_user_id;public;whatsapp_templates
CREATE UNIQUE INDEX whatsapp_templates_pkey ON public.whatsapp_templates USING btree (id);whatsapp_templates_pkey;public;whatsapp_templates
CREATE UNIQUE INDEX whatsapp_templates_user_id_event_type_key ON public.whatsapp_templates USING btree (user_id, event_type);whatsapp_templates_user_id_event_type_key;public;whatsapp_templates
CREATE UNIQUE INDEX zapi_integration_logs_pkey ON public.zapi_integration_logs USING btree (id);zapi_integration_logs_pkey;public;zapi_integration_logs
CREATE UNIQUE INDEX zapi_webhook_debug_pkey ON public.zapi_webhook_debug USING btree (id);zapi_webhook_debug_pkey;public;zapi_webhook_debug
CREATE UNIQUE INDEX zapi_webhook_logs_pkey ON public.zapi_webhook_logs USING btree (id);zapi_webhook_logs_pkey;public;zapi_webhook_logs
